age,revenus,situation_familiale,anciennete_emploi,duree_credit,montant_credit,taux_endettement,nombre_enfants,score_banque,historique_paiement,appetence_conso,appetence_immo,score_appetence,observations_forces,observations_faiblesses
38,22369,2,15,332,51132,0.13,2,548,0,,,0.43,Taux endettement Faible (0),Age Faible (38)
65,16795,2,22,165,453366,0.31,4,768,1,,,0.45,Taux endettement Faible (0); Age Élevé (65),N/A
23,9485,1,23,81,146876,0.24,0,439,0,,,0.44,Taux endettement Faible (0),Age Faible (23)
45,7618,2,10,104,262697,0.57,2,658,0,,,0.61,Age Élevé (45),Taux endettement Élevé (1)
34,35143,0,5,185,95061,0.8,1,852,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (34)
22,34425,0,0,132,62034,0.76,0,707,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (22)
48,27673,2,11,37,317205,0.73,0,773,1,,,0.5,Age Élevé (48),Taux endettement Élevé (1)
22,14603,1,24,270,430635,0.38,3,745,0,,,0.38,Taux endettement Faible (0),Age Faible (22)
55,10368,1,5,339,426962,0.14,2,531,0,,,0.47,Taux endettement Faible (0); Age Élevé (55),N/A
20,9621,1,12,18,350492,0.21,2,599,1,,,0.42,Taux endettement Faible (0),Age Faible (20)
40,19719,2,16,357,495438,0.74,1,725,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (40)
54,34227,2,0,344,242460,0.15,4,460,0,,,0.44,Taux endettement Faible (0); Age Élevé (54),N/A
54,12566,0,7,207,470797,0.22,4,700,0,,,0.5,Taux endettement Faible (0); Age Élevé (54),N/A
27,17306,1,21,23,166408,0.42,3,677,1,,,0.42,Taux endettement Faible (0),Age Faible (27)
27,29042,0,7,98,124892,0.07,4,556,1,,,0.44,Taux endettement Faible (0),Age Faible (27)
36,20086,0,23,285,55952,0.21,1,793,0,,,0.45,Taux endettement Faible (0),Age Faible (36)
34,22387,1,10,321,368140,0.15,3,788,0,,,0.45,Taux endettement Faible (0),Age Faible (34)
38,32042,2,13,65,188215,0.95,2,481,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (38)
31,28888,2,23,219,490420,0.19,4,825,1,,,0.44,Taux endettement Faible (0),Age Faible (31)
26,31514,0,9,105,398126,0.86,1,399,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (26)
63,23323,0,14,6,69379,0.11,1,657,0,,,0.36,Taux endettement Faible (0); Age Élevé (63),N/A
18,23019,0,6,48,175392,0.87,2,530,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (18)
68,14890,0,6,316,378264,0.6,1,864,1,,,0.47,Age Élevé (68),Taux endettement Élevé (1)
62,15283,1,9,173,137852,0.85,3,305,0,,,0.47,Age Élevé (62),Taux endettement Élevé (1)
30,23279,0,3,197,370255,0.87,3,389,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (30)
21,27908,0,24,39,46516,0.6,0,363,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (21)
18,14343,2,17,39,200861,0.92,2,387,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (18)
66,15637,2,24,181,343258,0.59,1,332,1,,,0.52,Age Élevé (66),Taux endettement Élevé (1)
57,39724,2,9,201,261672,0.71,4,371,1,,,0.5,Age Élevé (57),Taux endettement Élevé (1)
49,34134,1,18,163,394222,0.42,3,855,1,,,0.5,Taux endettement Faible (0); Age Élevé (49),N/A
51,8907,1,13,250,401801,0.91,2,552,0,,,0.52,Age Élevé (51),Taux endettement Élevé (1)
45,38575,2,12,345,244573,0.82,2,406,0,,,0.43,Age Élevé (45),Taux endettement Élevé (1)
48,9827,2,14,351,71240,0.17,3,813,1,,,0.39,Taux endettement Faible (0); Age Élevé (48),N/A
25,35607,0,15,340,313942,0.58,0,435,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (25)
56,18699,0,1,76,227687,0.9,2,708,0,,,0.51,Age Élevé (56),Taux endettement Élevé (1)
43,30883,1,3,332,459136,0.79,1,420,0,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (43)
51,10313,1,20,119,390515,0.96,4,777,1,,,0.54,Age Élevé (51),Taux endettement Élevé (1)
20,18598,0,17,290,76473,0.23,4,393,1,,,0.35,Taux endettement Faible (0),Age Faible (20)
67,33807,2,16,148,206398,0.37,3,804,0,,,0.45,Taux endettement Faible (0); Age Élevé (67),N/A
29,9887,0,9,102,135811,0.51,2,306,0,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (29)
18,8854,1,20,314,476347,0.23,4,899,0,,,0.39,Taux endettement Faible (0),Age Faible (18)
61,19536,1,8,325,403640,0.39,2,490,0,,,0.46,Taux endettement Faible (0); Age Élevé (61),N/A
22,8558,0,14,217,204946,0.54,3,756,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (22)
47,14772,0,11,322,119806,0.19,0,685,0,,,0.44,Taux endettement Faible (0); Age Élevé (47),N/A
47,38769,0,20,190,144123,0.26,4,577,0,,,0.45,Taux endettement Faible (0); Age Élevé (47),N/A
34,24229,1,8,210,111209,0.12,1,747,0,,,0.45,Taux endettement Faible (0),Age Faible (34)
65,14673,2,13,221,369022,0.71,3,351,0,,,0.47,Age Élevé (65),Taux endettement Élevé (1)
64,32877,0,12,251,462697,0.36,0,704,0,,,0.47,Taux endettement Faible (0); Age Élevé (64),N/A
40,36601,1,5,244,467088,0.22,1,695,1,,,0.45,Taux endettement Faible (0),Age Faible (40)
32,21244,1,18,298,87774,0.51,1,510,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (32)
54,32356,1,3,13,299930,0.07,4,569,1,,,0.43,Taux endettement Faible (0); Age Élevé (54),N/A
38,21806,0,19,83,105204,0.92,2,844,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (38)
31,28099,0,16,329,209302,0.29,3,581,1,,,0.41,Taux endettement Faible (0),Age Faible (31)
19,24094,2,18,282,210203,0.89,1,697,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (19)
28,15589,1,2,207,142339,0.5,4,515,1,,,0.43,Taux endettement Faible (0),Age Faible (28)
68,6657,0,13,219,469173,0.85,0,731,1,,,0.45,Age Élevé (68),Taux endettement Élevé (1)
56,37764,1,16,99,203717,0.25,1,620,1,,,0.48,Taux endettement Faible (0); Age Élevé (56),N/A
55,8164,1,12,80,29650,0.18,0,792,0,,,0.6,Taux endettement Faible (0); Age Élevé (55),N/A
51,32542,2,8,162,279161,0.85,3,885,0,,,0.49,Age Élevé (51),Taux endettement Élevé (1)
55,23437,0,0,158,413065,0.21,4,427,0,,,0.49,Taux endettement Faible (0); Age Élevé (55),N/A
67,24601,0,24,147,257860,0.75,0,373,0,,,0.43,Age Élevé (67),Taux endettement Élevé (1)
51,33430,1,16,83,230121,0.34,2,775,1,,,0.47,Taux endettement Faible (0); Age Élevé (51),N/A
35,11009,1,15,327,334597,0.75,0,751,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (35)
47,9552,2,17,187,452333,0.91,0,761,1,,,0.53,Age Élevé (47),Taux endettement Élevé (1)
32,14417,2,1,200,460463,0.98,4,737,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (32)
44,7671,2,13,163,448115,0.36,4,555,1,,,0.54,Taux endettement Faible (0); Age Élevé (44),N/A
68,11519,2,21,151,444860,0.37,1,747,1,,,0.45,Taux endettement Faible (0); Age Élevé (68),N/A
51,17734,2,22,59,77762,0.98,0,401,0,,,0.52,Age Élevé (51),Taux endettement Élevé (1)
69,8722,2,16,282,145460,0.86,0,858,0,,,0.47,Age Élevé (69),Taux endettement Élevé (1)
55,9906,1,2,314,77958,0.05,4,582,1,,,0.4,Taux endettement Faible (0); Age Élevé (55),N/A
50,35096,2,1,88,181066,0.57,2,503,1,,,0.54,Age Élevé (50),Taux endettement Élevé (1)
41,18699,1,7,161,478021,0.18,4,385,1,,,0.43,Taux endettement Faible (0),Age Faible (41)
32,26438,1,24,9,480929,0.99,2,623,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (32)
47,38576,0,1,316,87568,0.14,4,463,1,,,0.42,Taux endettement Faible (0); Age Élevé (47),N/A
59,37247,1,1,276,344996,0.56,3,356,1,,,0.51,Age Élevé (59),Taux endettement Élevé (1)
68,32938,1,8,69,143915,0.67,0,505,0,,,0.45,Age Élevé (68),Taux endettement Élevé (1)
34,22600,2,19,117,38015,0.94,2,728,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (34)
22,25435,1,20,244,472863,0.85,3,447,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (22)
46,23581,2,24,149,448447,0.25,2,600,0,,,0.46,Taux endettement Faible (0); Age Élevé (46),N/A
21,19191,2,5,25,490795,0.57,1,589,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (21)
27,24190,2,11,69,236709,0.95,1,320,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (27)
34,32386,0,24,294,56546,0.74,0,436,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (34)
27,36721,2,8,86,323199,0.69,3,668,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (27)
34,18704,1,6,202,374672,0.75,3,821,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (34)
37,7123,2,11,74,234478,0.32,1,856,0,,,0.47,Taux endettement Faible (0),Age Faible (37)
41,30174,2,24,191,113283,0.73,0,735,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (41)
22,19586,2,4,172,261123,0.23,1,329,0,,,0.39,Taux endettement Faible (0),Age Faible (22)
51,36976,0,15,210,321721,0.43,3,747,1,,,0.49,Taux endettement Faible (0); Age Élevé (51),N/A
23,30416,1,4,169,176241,0.89,2,524,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (23)
19,6814,0,11,99,182781,0.02,3,685,1,,,0.37,Taux endettement Faible (0),Age Faible (19)
30,18001,1,23,254,301559,0.41,0,728,0,,,0.41,Taux endettement Faible (0),Age Faible (30)
60,21508,0,19,73,418901,0.27,3,828,0,,,0.46,Taux endettement Faible (0); Age Élevé (60),N/A
60,24630,1,8,348,288107,0.2,4,327,0,,,0.47,Taux endettement Faible (0); Age Élevé (60),N/A
65,18380,0,22,26,170770,0.84,3,425,1,,,0.47,Age Élevé (65),Taux endettement Élevé (1)
28,17317,2,6,324,497902,0.7,4,798,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (28)
68,39785,0,18,90,72415,0.11,1,486,0,,,0.33,Taux endettement Faible (0); Age Élevé (68),N/A
64,36980,0,19,29,66400,0.49,4,671,1,,,0.5,Taux endettement Faible (0); Age Élevé (64),N/A
40,28799,2,22,116,386875,0.47,3,437,1,,,0.46,Taux endettement Faible (0),Age Faible (40)
33,34166,2,10,356,65450,0.14,3,636,0,,,0.46,Taux endettement Faible (0),Age Faible (33)
48,24480,1,20,88,359106,0.8,3,513,0,,,0.46,Age Élevé (48),Taux endettement Élevé (1)
28,6609,1,11,83,453927,0.37,0,590,0,,,0.47,Taux endettement Faible (0),Age Faible (28)
33,5717,1,2,145,474787,0.76,1,869,0,,,0.59,N/A,Taux endettement Élevé (1); Age Faible (33)
25,24945,0,16,276,213679,0.19,4,670,1,,,0.44,Taux endettement Faible (0),Age Faible (25)
21,30592,1,6,344,423794,0.32,2,829,0,,,0.36,Taux endettement Faible (0),Age Faible (21)
57,33141,0,21,174,496796,0.1,4,848,1,,,0.4,Taux endettement Faible (0); Age Élevé (57),N/A
21,35009,0,9,202,128639,0.14,3,595,1,,,0.41,Taux endettement Faible (0),Age Faible (21)
42,11782,1,22,267,38842,0.88,2,890,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (42)
20,31536,1,14,220,288675,0.11,2,718,1,,,0.39,Taux endettement Faible (0),Age Faible (20)
49,38816,0,1,72,405386,0.1,4,660,0,,,0.36,Taux endettement Faible (0); Age Élevé (49),N/A
20,30933,2,12,234,493439,0.94,4,457,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (20)
44,16618,2,3,166,244494,0.65,4,374,1,,,0.51,Age Élevé (44),Taux endettement Élevé (1)
46,13307,0,17,127,393987,0.1,4,671,1,,,0.35,Taux endettement Faible (0); Age Élevé (46),N/A
49,31671,1,23,154,148369,0.97,1,866,0,,,0.51,Age Élevé (49),Taux endettement Élevé (1)
67,15338,0,22,345,14163,0.15,0,820,1,,,0.37,Taux endettement Faible (0); Age Élevé (67),N/A
68,11548,0,0,198,50794,0.77,0,405,1,,,0.45,Age Élevé (68),Taux endettement Élevé (1)
36,26164,1,1,236,51787,0.03,4,666,1,,,0.37,Taux endettement Faible (0),Age Faible (36)
38,32526,2,1,116,380392,0.62,0,701,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (38)
22,36222,0,3,150,329363,0.55,4,402,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (22)
35,25176,2,2,226,111243,0.21,4,624,1,,,0.45,Taux endettement Faible (0),Age Faible (35)
45,7941,2,16,69,382368,0.64,4,672,0,,,0.61,Age Élevé (45),Taux endettement Élevé (1)
59,10695,1,13,131,34448,0.62,1,637,1,,,0.51,Age Élevé (59),Taux endettement Élevé (1)
39,30553,0,1,223,210224,0.8,3,332,1,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (39)
38,30359,0,15,289,238356,0.88,0,407,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (38)
23,29816,2,10,359,328581,0.51,0,721,1,,,0.42,N/A,Taux endettement Élevé (1); Age Faible (23)
18,13378,2,24,241,38299,0.49,1,568,1,,,0.37,Taux endettement Faible (0),Age Faible (18)
22,6881,1,12,18,444335,0.62,1,372,0,,,0.52,N/A,Taux endettement Élevé (1); Age Faible (22)
58,18675,2,0,158,87093,0.73,4,480,0,,,0.49,Age Élevé (58),Taux endettement Élevé (1)
29,9586,1,24,244,179720,0.36,4,451,1,,,0.46,Taux endettement Faible (0),Age Faible (29)
43,30006,0,22,195,417312,0.5,3,811,1,,,0.45,Taux endettement Faible (0),Age Faible (43)
63,27831,1,1,156,135113,0.59,0,367,1,,,0.51,Age Élevé (63),Taux endettement Élevé (1)
51,21459,2,1,91,371461,0.99,1,671,1,,,0.53,Age Élevé (51),Taux endettement Élevé (1)
66,37443,0,20,26,477495,0.59,3,647,0,,,0.52,Age Élevé (66),Taux endettement Élevé (1)
31,35595,1,4,187,410607,0.22,0,331,1,,,0.44,Taux endettement Faible (0),Age Faible (31)
43,10877,0,3,324,256935,0.59,3,378,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (43)
62,9922,1,11,163,347035,0.82,3,558,1,,,0.43,Age Élevé (62),Taux endettement Élevé (1)
44,9686,2,2,81,466046,0.86,4,796,0,,,0.47,Age Élevé (44),Taux endettement Élevé (1)
26,37766,2,19,334,473999,0.8,3,474,1,,,0.42,N/A,Taux endettement Élevé (1); Age Faible (26)
43,19407,0,9,208,312430,0.89,4,666,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (43)
64,37006,0,19,234,212898,0.33,0,314,0,,,0.45,Taux endettement Faible (0); Age Élevé (64),N/A
39,36422,0,17,157,249060,0.51,0,350,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (39)
64,17205,1,20,268,363497,0.78,4,406,0,,,0.49,Age Élevé (64),Taux endettement Élevé (1)
47,26054,2,20,77,121027,0.26,2,768,0,,,0.45,Taux endettement Faible (0); Age Élevé (47),N/A
60,28527,0,20,230,309739,0.37,3,501,1,,,0.46,Taux endettement Faible (0); Age Élevé (60),N/A
65,23443,0,9,136,138840,0.83,0,517,1,,,0.46,Age Élevé (65),Taux endettement Élevé (1)
34,21524,0,0,33,72740,0.77,3,340,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (34)
43,33202,1,5,304,323073,0.97,2,684,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (43)
53,5016,0,10,102,42827,1.0,3,635,0,,,0.51,Age Élevé (53),Taux endettement Élevé (1)
18,21848,0,1,51,36209,0.24,2,404,1,,,0.35,Taux endettement Faible (0),Age Faible (18)
25,25855,1,6,6,107654,0.9,1,502,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (25)
66,23211,1,19,171,381091,0.09,2,809,0,,,0.37,Taux endettement Faible (0); Age Élevé (66),N/A
52,30095,0,20,250,483968,0.71,0,394,0,,,0.53,Age Élevé (52),Taux endettement Élevé (1)
69,7843,0,20,224,83396,0.22,4,476,0,,,0.51,Taux endettement Faible (0); Age Élevé (69),N/A
32,34301,1,20,107,220033,0.3,4,364,1,,,0.41,Taux endettement Faible (0),Age Faible (32)
64,31460,2,17,296,417022,0.95,3,852,1,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
39,36918,1,20,209,385398,0.26,1,523,1,,,0.41,Taux endettement Faible (0),Age Faible (39)
31,33747,2,18,207,231519,0.67,3,878,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (31)
43,20972,0,3,59,428622,0.18,2,679,1,,,0.42,Taux endettement Faible (0),Age Faible (43)
45,33310,0,12,285,175432,0.09,4,554,0,,,0.35,Taux endettement Faible (0); Age Élevé (45),N/A
40,27927,2,17,283,260140,0.34,2,597,1,,,0.46,Taux endettement Faible (0),Age Faible (40)
31,6094,1,19,21,90000,0.62,4,880,1,,,0.56,N/A,Taux endettement Élevé (1); Age Faible (31)
41,39172,0,24,18,499339,0.25,4,470,0,,,0.43,Taux endettement Faible (0),Age Faible (41)
19,28324,2,23,323,48865,0.3,4,663,1,,,0.33,Taux endettement Faible (0),Age Faible (19)
62,25674,1,12,92,147530,0.71,0,372,0,,,0.47,Age Élevé (62),Taux endettement Élevé (1)
43,8982,2,18,83,281295,0.1,2,359,1,,,0.41,Taux endettement Faible (0),Age Faible (43)
31,20790,1,16,72,195941,0.45,3,754,1,,,0.43,Taux endettement Faible (0),Age Faible (31)
68,17205,1,0,352,402903,0.94,1,635,1,,,0.44,Age Élevé (68),Taux endettement Élevé (1)
24,29338,1,5,216,243542,0.4,3,423,1,,,0.39,Taux endettement Faible (0),Age Faible (24)
20,17748,1,18,219,344168,0.43,2,754,1,,,0.34,Taux endettement Faible (0),Age Faible (20)
64,26097,2,19,190,427757,0.74,1,313,1,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
40,8092,2,0,38,134001,0.78,3,715,0,,,0.57,N/A,Taux endettement Élevé (1); Age Faible (40)
63,27692,2,7,120,425019,0.77,1,326,1,,,0.48,Age Élevé (63),Taux endettement Élevé (1)
60,28862,2,16,280,53183,1.0,2,349,1,,,0.48,Age Élevé (60),Taux endettement Élevé (1)
64,29860,2,20,203,185848,0.07,4,486,0,,,0.39,Taux endettement Faible (0); Age Élevé (64),N/A
62,18971,1,21,148,334467,0.98,2,356,0,,,0.47,Age Élevé (62),Taux endettement Élevé (1)
35,19616,0,14,233,396122,0.95,0,333,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (35)
55,9933,0,17,125,100254,0.85,1,837,1,,,0.5,Age Élevé (55),Taux endettement Élevé (1)
52,9926,2,6,358,152242,0.45,2,670,0,,,0.5,Taux endettement Faible (0); Age Élevé (52),N/A
68,30763,2,15,29,224038,0.87,4,385,1,,,0.47,Age Élevé (68),Taux endettement Élevé (1)
32,8969,0,6,32,57284,0.22,4,459,1,,,0.53,Taux endettement Faible (0),Age Faible (32)
42,9319,1,16,80,150332,0.79,2,724,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (42)
54,25323,2,3,246,410852,0.19,3,405,0,,,0.48,Taux endettement Faible (0); Age Élevé (54),N/A
45,21428,1,11,28,112491,0.82,2,690,1,,,0.43,Age Élevé (45),Taux endettement Élevé (1)
27,39578,0,12,166,46108,0.61,4,811,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (27)
56,25950,0,3,46,245553,0.1,2,574,1,,,0.39,Taux endettement Faible (0); Age Élevé (56),N/A
34,23293,2,20,243,260533,0.9,0,588,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (34)
56,11364,1,0,244,288085,0.58,3,557,0,,,0.51,Age Élevé (56),Taux endettement Élevé (1)
39,5691,2,0,61,210043,0.66,2,519,1,,,0.58,N/A,Taux endettement Élevé (1); Age Faible (39)
43,35062,0,6,103,431571,0.28,4,826,0,,,0.43,Taux endettement Faible (0),Age Faible (43)
61,5931,1,8,151,82836,0.87,2,832,0,,,0.55,Age Élevé (61),Taux endettement Élevé (1)
42,36730,2,0,267,252045,0.55,2,358,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (42)
34,19226,2,15,45,359863,0.42,1,659,0,,,0.44,Taux endettement Faible (0),Age Faible (34)
30,18861,2,17,198,174805,0.53,2,893,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (30)
37,36301,0,21,244,17444,0.7,0,412,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (37)
42,27766,2,14,47,363435,0.7,4,575,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (42)
21,22695,1,5,227,250002,0.36,1,556,1,,,0.37,Taux endettement Faible (0),Age Faible (21)
27,8121,2,1,201,98598,0.39,2,628,1,,,0.49,Taux endettement Faible (0),Age Faible (27)
20,23257,0,8,293,270295,0.56,3,534,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (20)
58,33164,2,3,15,417826,0.92,0,350,0,,,0.52,Age Élevé (58),Taux endettement Élevé (1)
62,30491,0,12,240,76036,0.75,0,520,1,,,0.47,Age Élevé (62),Taux endettement Élevé (1)
35,28165,0,22,330,14554,0.39,0,895,0,,,0.43,Taux endettement Faible (0),Age Faible (35)
64,8748,1,21,270,35545,0.34,1,529,1,,,0.48,Taux endettement Faible (0); Age Élevé (64),N/A
53,38045,1,10,74,402889,0.52,2,521,0,,,0.55,Age Élevé (53),Taux endettement Élevé (1)
64,31553,2,12,144,453355,0.87,0,353,1,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
39,35497,0,10,224,334115,0.01,2,572,0,,,0.32,Taux endettement Faible (0),Age Faible (39)
51,36308,0,18,201,318203,0.71,3,497,0,,,0.51,Age Élevé (51),Taux endettement Élevé (1)
64,15374,1,7,79,409987,0.29,2,427,0,,,0.46,Taux endettement Faible (0); Age Élevé (64),N/A
25,9675,1,6,108,486251,0.21,2,308,0,,,0.45,Taux endettement Faible (0),Age Faible (25)
57,6170,2,24,230,79468,0.01,2,526,1,,,0.31,Taux endettement Faible (0); Age Élevé (57),N/A
66,17450,0,15,128,36055,0.9,4,857,0,,,0.49,Age Élevé (66),Taux endettement Élevé (1)
61,15680,1,2,107,440418,0.91,1,433,0,,,0.5,Age Élevé (61),Taux endettement Élevé (1)
36,15068,2,16,269,430916,0.06,2,315,0,,,0.45,Taux endettement Faible (0),Age Faible (36)
59,31206,0,17,166,275711,0.52,0,514,1,,,0.51,Age Élevé (59),Taux endettement Élevé (1)
58,5287,0,14,238,470410,0.15,4,411,1,,,0.57,Taux endettement Faible (0); Age Élevé (58),N/A
54,27337,1,16,280,183908,0.76,2,456,1,,,0.53,Age Élevé (54),Taux endettement Élevé (1)
23,25666,2,10,263,247320,0.67,4,724,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (23)
69,6161,1,4,316,36627,0.3,1,751,0,,,0.57,Taux endettement Faible (0); Age Élevé (69),N/A
43,29535,2,15,144,179640,0.12,4,617,1,,,0.39,Taux endettement Faible (0),Age Faible (43)
51,37528,0,14,232,423976,0.83,0,659,0,,,0.49,Age Élevé (51),Taux endettement Élevé (1)
62,21527,2,9,278,171057,0.67,2,675,1,,,0.48,Age Élevé (62),Taux endettement Élevé (1)
23,28853,2,13,322,89944,0.01,0,595,0,,,0.38,Taux endettement Faible (0),Age Faible (23)
54,19758,2,1,91,105368,0.63,3,497,0,,,0.57,Age Élevé (54),Taux endettement Élevé (1)
50,5244,2,15,296,50785,0.81,4,869,1,,,0.57,Age Élevé (50),Taux endettement Élevé (1)
39,8178,2,18,222,438799,0.59,4,697,0,,,0.57,N/A,Taux endettement Élevé (1); Age Faible (39)
38,36831,1,7,71,436954,0.42,4,889,0,,,0.43,Taux endettement Faible (0),Age Faible (38)
23,7176,2,14,262,34204,0.58,1,541,0,,,0.54,N/A,Taux endettement Élevé (1); Age Faible (23)
23,38654,2,9,140,482037,0.62,0,728,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (23)
65,31627,0,4,60,26643,0.64,3,305,0,,,0.51,Age Élevé (65),Taux endettement Élevé (1)
21,29881,2,19,248,342705,0.97,1,617,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (21)
47,16984,0,15,257,47126,0.18,1,511,0,,,0.43,Taux endettement Faible (0); Age Élevé (47),N/A
28,28776,1,20,26,68126,0.62,2,572,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (28)
47,22755,1,21,312,354568,0.19,3,383,1,,,0.44,Taux endettement Faible (0); Age Élevé (47),N/A
48,12135,2,11,168,134453,0.21,4,659,1,,,0.46,Taux endettement Faible (0); Age Élevé (48),N/A
41,5320,1,22,269,317402,0.67,4,680,1,,,0.58,N/A,Taux endettement Élevé (1); Age Faible (41)
26,33635,2,12,73,306671,0.92,2,839,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (26)
20,26684,1,8,112,296042,0.16,4,440,1,,,0.37,Taux endettement Faible (0),Age Faible (20)
